-6.177034528465920715e+00,3.533956838888049390e+01,-7.673344988672925027e+00,-3.161613543456467212e+01,-1.555680034186322658e+01,1.313377724963448623e+00,2.032827996029179296e+00,-2.119369318717965811e+01,-1.426696512188118326e+00
-5.570175637184744843e+00,3.315481660527036212e+01,-7.337572437293820471e+00,-2.949416734205160751e+01,-1.417509903060582310e+01,1.053759880679426164e+00,2.240548054471748429e+00,-1.985096592073062283e+01,-1.391178958959371048e+00
-5.173717035440377643e+00,3.231874159481834852e+01,-7.330584340414497468e+00,-2.855860817233640958e+01,-1.331199663573985070e+01,8.171344868663368288e-01,2.642632786030997494e+00,-1.929642163928810916e+01,-1.422939387309698267e+00
-5.757994382602166006e+00,3.358182101529433794e+01,-7.323255543076180096e+00,-2.996757237132651497e+01,-1.463069538187895446e+01,1.173053202125785344e+00,1.936779206762908379e+00,-2.016745108795052843e+01,-1.358092948468562211e+00
-5.482609895925630639e+00,3.363241184275776163e+01,-7.589551780547624915e+00,-2.978732992348814435e+01,-1.400283671334361735e+01,9.203716501190616350e-01,2.701682647436908447e+00,-2.006583475878280254e+01,-1.474599435838836570e+00
-6.945850769149243931e+00,4.062551701136760585e+01,-8.898969860547314426e+00,-3.624288573910356348e+01,-1.763188092568369214e+01,1.394851194824612506e+00,2.459358515997616124e+00,-2.438868294687504701e+01,-1.642188879055431761e+00
-5.785159652818820497e+00,3.559367656327776075e+01,-7.999704613911603701e+00,-3.152788471271615833e+01,-1.486135752808591803e+01,9.774629298043990833e-01,2.673833518020617639e+00,-2.130600977893069370e+01,-1.518305814551143884e+00
-4.696957235667390762e+00,3.054629047699052435e+01,-7.020965456776579572e+00,-2.685724763492069300e+01,-1.226550162223466067e+01,6.294970175551486413e-01,2.658740560492984795e+00,-1.825078244054948939e+01,-1.365196082432473812e+00
-6.061532202041999717e+00,3.479287321316716231e+01,-7.555931454577009987e+00,-3.111535606308803636e+01,-1.529669655274944517e+01,1.281438142986377260e+00,1.980260340396389429e+00,-2.087875667995778173e+01,-1.399825576715362674e+00
-4.108576680735653852e+00,2.680238426283968067e+01,-6.162160300896429632e+00,-2.355352062322749518e+01,-1.074354199440137414e+01,5.439170461377886845e-01,2.337239373492848937e+00,-1.600923868897762858e+01,-1.205631154600001587e+00
-4.419142836256164664e+00,2.852046811246917102e+01,-6.504138653415568960e+00,-2.510817146415928747e+01,-1.156224311982369279e+01,6.258001817329805760e-01,2.297669695694189329e+00,-1.708438922018582673e+01,-1.244586802076314447e+00
-4.828776545846118928e+00,3.216335233355901124e+01,-7.483713227478604679e+00,-2.819644479024105976e+01,-1.267691937987290451e+01,5.644557305183450779e-01,3.029117384187798745e+00,-1.919928006839649015e+01,-1.458157623321063356e+00
-7.850446053648070688e+00,4.724347026020198825e+01,-1.060600005459571094e+01,-4.196483558031444971e+01,-1.991349818870075339e+01,1.400552392664509149e+00,3.672470721580467945e+00,-2.821540666886069459e+01,-2.015910621004278536e+00
-5.804744623112023660e+00,3.508885014170222405e+01,-7.795117276204399204e+00,-3.115793390106797389e+01,-1.487898396714654048e+01,1.054024387550801301e+00,2.375029365442596685e+00,-2.104161104247071634e+01,-1.463923197115628572e+00
-5.928482760756165426e+00,3.495382144672325353e+01,-7.745765890622331007e+00,-3.112606367747141434e+01,-1.497971178006462978e+01,1.138808087643965461e+00,2.476216969351724195e+00,-2.087913752284364222e+01,-1.485814948566257510e+00
-6.376899240209613851e+00,3.662831774986780431e+01,-7.950961375207341142e+00,-3.275387362043424844e+01,-1.610396370896030760e+01,1.347714513127053149e+00,2.066952666960819585e+00,-2.198463481908067507e+01,-1.472706750680996102e+00
-5.669161572886142864e+00,3.562871650243349819e+01,-8.108983189707922534e+00,-3.146073062709226065e+01,-1.460602245318865577e+01,8.718247072524396568e-01,2.978790404750592202e+00,-2.127125675820254713e+01,-1.571192489049193064e+00
-6.823674300957318195e+00,4.012963186270455651e+01,-8.841755987657681004e+00,-3.576578728262664697e+01,-1.730239044533098536e+01,1.337548458081377678e+00,2.611478475874883465e+00,-2.404820972592927575e+01,-1.652376641974255600e+00
