-3.413988528274008338e+00,2.659027001832306336e+00,9.641802459761720456e+00,8.224379035115539693e+00,-9.592057822889501040e+00
-3.941969477495875118e+00,2.819424133033040292e+00,1.161485916984845979e+01,1.029219143677500270e+01,-1.107150897527231947e+01
-4.068598885711234736e+00,3.318377362830803090e+00,1.137024746877584214e+01,9.567029605983861984e+00,-1.136194597987539190e+01
-4.325723005436489466e+00,3.080114670231129281e+00,1.278025903309330147e+01,1.136025357819880455e+01,-1.212725854086444777e+01
-4.073199973343483826e+00,3.312674912731849108e+00,1.169025628434363639e+01,9.888451416879231459e+00,-1.148434980317199106e+01
-4.322152360848828145e+00,3.077140482278585054e+00,1.256708642490291972e+01,1.115347036734532793e+01,-1.204212824180939378e+01
-4.329636073199689683e+00,3.523206460297201303e+00,1.196251717711048990e+01,1.006564167166774304e+01,-1.201981390679101835e+01
-4.794352426382596732e+00,3.489744690427488027e+00,1.415598456830150376e+01,1.251318081896387291e+01,-1.344221039365020687e+01
-5.218211585029270516e+00,4.111070939780242739e+00,1.519198747709847375e+01,1.307033501953011090e+01,-1.466217981392365743e+01
-5.310846890303072776e+00,4.088643390143444911e+00,1.574891099178202580e+01,1.369277249042919209e+01,-1.498332715649024927e+01
-4.775176882058071115e+00,3.558023692122258108e+00,1.428866518483390635e+01,1.255473057710825380e+01,-1.349507128877681339e+01
-4.313983713921143881e+00,3.419101575907621537e+00,1.187874164691927881e+01,1.009199168479943154e+01,-1.192297010601783391e+01
-3.803844627951732615e+00,2.803763193087539740e+00,1.080206071723913297e+01,9.438456836236612801e+00,-1.057477225442596946e+01
-3.664417183167444136e+00,2.790416849226823981e+00,1.053803552127203425e+01,9.115082160073695761e+00,-1.028411103797001225e+01
-4.237673798333555730e+00,3.227249016608829901e+00,1.194944067515532815e+01,1.033277288598880617e+01,-1.176432108597107096e+01
-4.757908160530397446e+00,3.668256897724876175e+00,1.370590751708463273e+01,1.185186776198154490e+01,-1.330319215104303865e+01
-5.199786124362105966e+00,3.961718326111873356e+00,1.551031845426558675e+01,1.353848008663943325e+01,-1.469128811682300650e+01
-5.175138944098021554e+00,4.004598601476796915e+00,1.538605234208923100e+01,1.335466162234191501e+01,-1.463058825875042679e+01
-4.789445559977442812e+00,3.633041945587277333e+00,1.388419983256672197e+01,1.208377787413635041e+01,-1.339646765877536794e+01
-4.245322716823793030e+00,3.283839060229448048e+00,1.188797405466296730e+01,1.021351025060798356e+01,-1.177612469895914060e+01
-3.707142626189443568e+00,2.791666088007148883e+00,1.069935255662450935e+01,9.295856262602235631e+00,-1.040178082194469589e+01
-3.652413121906021409e+00,2.711095039638700577e+00,1.046407079082445435e+01,9.125224366243173790e+00,-1.020645924967550222e+01
-3.968817047349162852e+00,3.115088439891865235e+00,1.091354770224437409e+01,9.292337579177866402e+00,-1.097129429554966151e+01
-4.319995448183967746e+00,3.215373800881445643e+00,1.265525930200769267e+01,1.108269061106221720e+01,-1.213139759713161325e+01
-4.596472717890110360e+00,3.559568452366586921e+00,1.360776394755199625e+01,1.178497588921825390e+01,-1.300352588564336109e+01
-4.991292216902184720e+00,3.783355538959955577e+00,1.443080216368580260e+01,1.257063003676211999e+01,-1.392467445092195177e+01
-5.495368494524027980e+00,4.323397781952019514e+00,1.548154546098430373e+01,1.341072079191615174e+01,-1.499640014566831958e+01
-4.989279321782471577e+00,4.130105281866930156e+00,1.353729238088722475e+01,1.144281357477524352e+01,-1.350456230250088474e+01
-4.907913454292383904e+00,3.602630270938023571e+00,1.391580581655355964e+01,1.235887315607999959e+01,-1.330892912074667045e+01
-4.975793875237834563e+00,4.111124906133177603e+00,1.361379012698200164e+01,1.153103671148665832e+01,-1.350668322400944099e+01
-5.991947135831836135e+00,4.649194167110011655e+00,1.735910530603271340e+01,1.516910173192949784e+01,-1.649005330934614477e+01
-5.363696320895385838e+00,4.191536663195175372e+00,1.563262856371833287e+01,1.363141384751705942e+01,-1.481734923688263805e+01
-4.872426870176436609e+00,3.789163009079476563e+00,1.329387108713805077e+01,1.140021738519850203e+01,-1.332077475884467610e+01
-3.782035523078606687e+00,2.940605438767494917e+00,1.366387958792845936e+01,1.075537393889274362e+01,-1.393351287321067211e+01
