-6.965093017207209414e+00,3.946803461206840780e+01,-8.608326829781702827e+00,-3.536947782208046931e+01,-1.740703257637915868e+01,1.494489092154437149e+00,2.431768982203028617e+00,-2.365500079707301495e+01,-1.568147345901074852e+00
-6.014229311044075210e+00,3.644560584043010465e+01,-8.115222866379840028e+00,-3.234619079639695371e+01,-1.540807129654675478e+01,1.078884358578620084e+00,2.541220925262301034e+00,-2.183222317027663806e+01,-1.538396819587602771e+00
-5.229502127478774298e+00,3.273641822525321743e+01,-7.427121864005001406e+00,-2.891599905571513673e+01,-1.346599582097148762e+01,8.200531676584504881e-01,2.685710934670151318e+00,-1.953815881494169204e+01,-1.451067935094236594e+00
-5.813779474640563549e+00,3.399949764572921396e+01,-7.419793066666686698e+00,-3.032496325470524923e+01,-1.478469456711059493e+01,1.175971882917899114e+00,1.979857355402063090e+00,-2.040918826360411487e+01,-1.386221496253100760e+00
-5.537905613174057606e+00,3.404632214561352299e+01,-7.685219107466472188e+00,-3.014151366857797498e+01,-1.415546783821588939e+01,9.232730012295307098e-01,2.744367224591404586e+00,-2.030540264185823673e+01,-1.502459492982518796e+00
-7.077805342194144700e+00,4.160508853974911148e+01,-9.129166531702473719e+00,-3.708924237701875626e+01,-1.799758940201246205e+01,1.402245195998485849e+00,2.551746234056113671e+00,-2.497273592451646351e+01,-1.691513199535496170e+00
-5.958156479490229529e+00,3.687787919530552472e+01,-8.301973741370000326e+00,-3.263834024810348922e+01,-1.534117160813010727e+01,9.871361429171362500e-01,2.793890516238917598e+00,-2.207379198726671987e+01,-1.580974661899047895e+00
-5.140521534736750553e+00,3.383331338457115578e+01,-7.797745689190941576e+00,-2.970606395097713914e+01,-1.349710582781622747e+01,6.546041657726984209e-01,2.959019859798880159e+00,-2.022987039751735594e+01,-1.512145452419849878e+00
-6.848131657054160826e+00,3.891011041703186635e+01,-8.488318870470299871e+00,-3.485913661163422006e+01,-1.714285001931756014e+01,1.462497843049118673e+00,2.378027923111974307e+00,-2.333359670896070881e+01,-1.540475925995951734e+00
-4.552140979805016308e+00,3.008940717042032631e+01,-6.938940533310796077e+00,-2.640233693928395198e+01,-1.197514619998294627e+01,5.690241943553383530e-01,2.637518672798745190e+00,-1.798832664594550579e+01,-1.352580524587377875e+00
-4.514281714948729984e+00,2.922768107633756429e+01,-6.669757774780294746e+00,-2.571801716666711002e+01,-1.182564712622331626e+01,6.310834469223302046e-01,2.365665711633469392e+00,-1.750348932905576049e+01,-1.282676572887065047e+00
