dataset,seed,layers,val_ratio,test_ratio,data_source,use_features,rewiring_mode,rewiring_epsilon,original_graph_only,rewiring,best_test_accuracy
PubMed,444,2,0.05,0.1,rawr,True,rep_nodes,0,False,True,0.7980720446473871
PubMed,444,2,0.05,0.1,rawr,True,rep_nodes,1,False,True,0.7955352612886859
PubMed,444,2,0.05,0.1,rawr,True,rep_nodes,2,False,True,0.7965499746321664
PubMed,444,2,0.05,0.1,rawr,True,rep_nodes,4,False,True,0.7985794013191273
PubMed,444,2,0.05,0.1,rawr,True,rep_nodes,171,False,True,0.7955352612886859
PubMed,555,2,0.05,0.1,rawr,True,rep_nodes,0,False,True,0.7874175545408422
PubMed,555,2,0.05,0.1,rawr,True,rep_nodes,1,False,True,0.786910197869102
PubMed,555,2,0.05,0.1,rawr,True,rep_nodes,2,False,True,0.7874175545408422
PubMed,555,2,0.05,0.1,rawr,True,rep_nodes,4,False,True,0.7894469812278031
PubMed,555,2,0.05,0.1,rawr,True,rep_nodes,171,False,True,0.7899543378995434
Squirrel,111,2,0.05,0.1,rawr,True,rep_nodes,0,False,True,0.3211538461538462
Squirrel,111,2,0.05,0.1,rawr,True,rep_nodes,7,False,True,0.31346153846153846
Squirrel,111,2,0.05,0.1,rawr,True,rep_nodes,17,False,True,0.3153846153846154
Squirrel,111,2,0.05,0.1,rawr,True,rep_nodes,166,False,True,0.3269230769230769
Squirrel,111,2,0.05,0.1,rawr,True,rep_nodes,1905,False,True,0.3173076923076923
Squirrel,222,2,0.05,0.1,rawr,True,rep_nodes,0,False,True,0.32884615384615384
Squirrel,222,2,0.05,0.1,rawr,True,rep_nodes,7,False,True,0.3211538461538462
Squirrel,222,2,0.05,0.1,rawr,True,rep_nodes,17,False,True,0.3192307692307692
Squirrel,222,2,0.05,0.1,rawr,True,rep_nodes,166,False,True,0.3346153846153846
Squirrel,222,2,0.05,0.1,rawr,True,rep_nodes,1905,False,True,0.31153846153846154
Squirrel,333,2,0.05,0.1,rawr,True,rep_nodes,0,False,True,0.35
Squirrel,333,2,0.05,0.1,rawr,True,rep_nodes,7,False,True,0.32884615384615384
Squirrel,333,2,0.05,0.1,rawr,True,rep_nodes,17,False,True,0.3211538461538462
Squirrel,333,2,0.05,0.1,rawr,True,rep_nodes,166,False,True,0.325
Squirrel,333,2,0.05,0.1,rawr,True,rep_nodes,1905,False,True,0.3269230769230769
Squirrel,444,2,0.05,0.1,rawr,True,rep_nodes,0,False,True,0.31153846153846154
Squirrel,444,2,0.05,0.1,rawr,True,rep_nodes,7,False,True,0.2980769230769231
Squirrel,444,2,0.05,0.1,rawr,True,rep_nodes,17,False,True,0.3038461538461538
Squirrel,444,2,0.05,0.1,rawr,True,rep_nodes,166,False,True,0.3230769230769231
Squirrel,444,2,0.05,0.1,rawr,True,rep_nodes,1905,False,True,0.31153846153846154
Squirrel,555,2,0.05,0.1,rawr,True,rep_nodes,0,False,True,0.31346153846153846
Squirrel,555,2,0.05,0.1,rawr,True,rep_nodes,7,False,True,0.3192307692307692
Squirrel,555,2,0.05,0.1,rawr,True,rep_nodes,17,False,True,0.3173076923076923
Squirrel,555,2,0.05,0.1,rawr,True,rep_nodes,166,False,True,0.3192307692307692
Squirrel,555,2,0.05,0.1,rawr,True,rep_nodes,1905,False,True,0.3192307692307692
Texas,111,2,0.05,0.1,rawr,True,rep_nodes,0,False,True,0.7777777777777778
Texas,111,2,0.05,0.1,rawr,True,rep_nodes,1,False,True,0.7777777777777778
Texas,111,2,0.05,0.1,rawr,True,rep_nodes,2,False,True,0.7777777777777778
Texas,111,2,0.05,0.1,rawr,True,rep_nodes,3,False,True,0.7777777777777778
Texas,111,2,0.05,0.1,rawr,True,rep_nodes,104,False,True,0.7777777777777778
Texas,222,2,0.05,0.1,rawr,True,rep_nodes,0,False,True,0.7222222222222222
Texas,222,2,0.05,0.1,rawr,True,rep_nodes,1,False,True,0.7777777777777778
Texas,222,2,0.05,0.1,rawr,True,rep_nodes,2,False,True,0.7777777777777778
Texas,222,2,0.05,0.1,rawr,True,rep_nodes,3,False,True,0.7222222222222222
Texas,222,2,0.05,0.1,rawr,True,rep_nodes,104,False,True,0.7777777777777778
Texas,333,2,0.05,0.1,rawr,True,rep_nodes,0,False,True,0.5555555555555556
Texas,333,2,0.05,0.1,rawr,True,rep_nodes,1,False,True,0.6666666666666666
Texas,333,2,0.05,0.1,rawr,True,rep_nodes,2,False,True,0.6111111111111112
Texas,333,2,0.05,0.1,rawr,True,rep_nodes,3,False,True,0.6666666666666666
Texas,333,2,0.05,0.1,rawr,True,rep_nodes,104,False,True,0.6666666666666666
Texas,444,2,0.05,0.1,rawr,True,rep_nodes,0,False,True,0.7222222222222222
