-1.622198941823517870e+01,-2.297449877091277681e+00,-5.364817020181343210e+00
-1.858615187257968415e+01,-2.422283052265205239e+00,-6.560963326887325309e+00
-1.612914701025495745e+01,-2.761628149764051798e+00,-4.489706537137765352e+00
-1.783427304069720520e+01,-2.723076989434263684e+00,-5.545121910056423964e+00
-1.106511372629023704e+01,-1.381129084982831934e+00,-4.094533097651462228e+00
-1.018441781503466537e+01,-1.412172106708650343e+00,-3.619582142611518005e+00
-1.242137719120383110e+01,-1.595325716199576860e+00,-4.420848687353208462e+00
-1.397588381030350568e+01,-1.883029232188953905e+00,-4.951885499505966237e+00
-1.873718128307705655e+01,-2.782785649342412349e+00,-5.885368916348166834e+00
-1.995370611349343548e+01,-3.289235328856233931e+00,-5.603676827920806680e+00
-1.881627072592543826e+01,-2.960867693076998375e+00,-5.645749321835747736e+00
-1.646561099444416953e+01,-2.075956640872066217e+00,-5.999110693302737829e+00
-1.611346591427810537e+01,-2.336296320164409135e+00,-5.244995548113233319e+00
-1.639784356593048287e+01,-2.810327594594114409e+00,-4.476305359721406418e+00
-1.568310626728715995e+01,-2.169165681910507182e+00,-5.330487761805975389e+00
-1.435794244452416457e+01,-1.792095232345777944e+00,-5.187646999880467291e+00
-1.871097624345026489e+01,-3.294395299899390395e+00,-5.204491762288960821e+00
-1.568591896435936661e+01,-1.979329306020662926e+00,-5.542263734704780731e+00
-1.836268453631912223e+01,-2.875826441012523826e+00,-5.584746633219555001e+00
-1.780882077315261469e+01,-2.873005216495222669e+00,-5.287437975428083803e+00
-1.712991157365957307e+01,-2.099876000942884957e+00,-6.033711188200904019e+00
-1.645492702399315732e+01,-2.800237706953971006e+00,-4.744054058284322473e+00
-1.102808267508798501e+01,-1.300995554251676900e+00,-4.150185001440112487e+00
-1.184920939814110774e+01,-1.637662544692726430e+00,-4.187579706407825952e+00
-1.524488491642029864e+01,-2.164709281012618725e+00,-4.961747768211697718e+00
-1.351129783954355190e+01,-1.758190938983295482e+00,-4.884398519885545298e+00
-1.384611181271488611e+01,-2.038101827383441034e+00,-4.433203224700848821e+00
-1.389754605712291635e+01,-2.341820842986684248e+00,-3.865082923575771545e+00
-1.456172721974750850e+01,-2.030665228002755729e+00,-5.036572675339829885e+00
-1.162435548183738376e+01,-1.387923844459328926e+00,-4.333725862367892923e+00
-1.310044992531648056e+01,-2.313271213868433929e+00,-3.601484054250438938e+00
-1.182052601654334723e+01,-1.450307497930506395e+00,-4.234441115400636058e+00
-1.304194085764769540e+01,-2.065904000074286540e+00,-4.121662586496579905e+00
-1.352612547510012853e+01,-1.582122010239908505e+00,-5.009277943382327791e+00
-1.640856517144306537e+01,-2.883059541413369065e+00,-4.488394257871481940e+00
-1.743202652633392091e+01,-2.344738017130931329e+00,-5.817791460647699253e+00
-1.770766866209097401e+01,-2.711055965138222223e+00,-5.547903832995577211e+00
-1.578847331503551210e+01,-2.376610347928706179e+00,-4.872390808001910045e+00
-1.904864503548911969e+01,-2.989628801902575628e+00,-5.963482965446427642e+00
-1.061647800822082566e+01,-1.263380771221147780e+00,-4.043963299958934776e+00
-1.106766332410612108e+01,-1.485419570069418382e+00,-3.987305843646142378e+00
-1.267539072501572583e+01,-1.828109306123740563e+00,-4.085240202109671870e+00
-1.602969106976978253e+01,-2.687194918958673462e+00,-4.609686310102906859e+00
-1.609041993540620652e+01,-1.969232169006688293e+00,-5.692399587683538265e+00
-1.717432853712953289e+01,-3.046325089299003253e+00,-4.732092116970833651e+00
-1.399727690244339229e+01,-1.839008783120561707e+00,-4.959842612534781203e+00
-1.569940293676408416e+01,-1.882563594096983373e+00,-5.738423053929706974e+00
-1.609146624717047303e+01,-2.717183189913944918e+00,-4.549425905374310020e+00
-1.621791002353930011e+01,-2.429716130916478978e+00,-5.149882496761299500e+00
-1.875736519830748961e+01,-2.306032237384397110e+00,-6.844531545565027741e+00
-1.991117539903961031e+01,-3.116225037049864532e+00,-6.018714151152629199e+00
-1.830161897599633747e+01,-2.829243699585167082e+00,-5.609003948176232157e+00
-1.774875220772499773e+01,-2.438137004794322937e+00,-5.974355445189649672e+00
